sense_interval,effective_sensing_hz,lap_index,success,crashed,lap_time,final_progress,episode_return,n_control_steps,n_fresh_observations,fresh_observation_ratio,final_x,final_y
5,2.0,0,False,True,1.6700000000000013,0.0797730146552318,1.339292907088283,17,4,0.23529411764705882,7.57740829421647,-0.9584049787928047
5,2.0,1,False,True,1.6700000000000013,0.07977257777070615,1.3400471089289194,17,4,0.23529411764705882,7.57736679581701,-0.9584131336716958
5,2.0,2,False,True,1.6700000000000013,0.07976003700950196,1.3382058517390734,17,4,0.23529411764705882,7.576175585125333,-0.9586361959334035
5,2.0,3,False,True,1.6700000000000013,0.07975429933733567,1.3385305222578343,17,4,0.23529411764705882,7.575630580215472,-0.9587376620039963
5,2.0,4,False,True,1.6700000000000013,0.07976910393881789,1.340720276214649,17,4,0.23529411764705882,7.577036826557646,-0.9584744981486948
5,2.0,5,False,True,1.6700000000000013,0.07976450264199489,1.3392609220348777,17,4,0.23529411764705882,7.576599762660023,-0.9585566227741676
5,2.0,6,False,True,1.6700000000000013,0.0797609919668731,1.3387587674841317,17,4,0.23529411764705882,7.576266293768303,-0.9586190541794298
5,2.0,7,False,True,1.6700000000000013,0.07976581993102923,1.3413838342182536,17,4,0.23529411764705882,7.576724888141338,-0.9585331626809654
5,2.0,8,False,True,1.6700000000000013,0.07976607931173457,1.341191839204253,17,4,0.23529411764705882,7.576749525965498,-0.9585284749592022
5,2.0,9,False,True,1.6700000000000013,0.07976161420747481,1.3414098411278226,17,4,0.23529411764705882,7.576325398606157,-0.9586078343121016
5,2.0,10,False,True,1.6700000000000013,0.07975795881983425,1.3375927829353182,17,4,0.23529411764705882,7.575978183890183,-0.9586730212479925
5,2.0,11,False,True,1.6700000000000013,0.07975137952556582,1.3386052329329567,17,4,0.23529411764705882,7.575353235727261,-0.9587901096560159
5,2.0,12,False,True,1.6700000000000013,0.07977327905730805,1.3388098897683909,17,4,0.23529411764705882,7.57743340900616,-0.9584004571499898
5,2.0,13,False,True,1.6700000000000013,0.07974547961417706,1.341028277616974,17,4,0.23529411764705882,7.574792820182152,-0.9588946949765047
5,2.0,14,False,True,1.6700000000000013,0.07976168646456842,1.3400973595967476,17,4,0.23529411764705882,7.576332262098818,-0.9586065143823073
5,2.0,15,False,True,1.6700000000000013,0.07977302651261658,1.3407221451299947,17,4,0.23529411764705882,7.577409420515212,-0.958405053730844
5,2.0,16,False,True,1.6700000000000013,0.07975941844401827,1.3433810292841462,17,4,0.23529411764705882,7.576116829376325,-0.9586469368422688
5,2.0,17,False,True,1.6700000000000013,0.07976244092820589,1.342217788417165,17,4,0.23529411764705882,7.576403926421009,-0.9585932854447974
5,2.0,18,False,True,1.6700000000000013,0.07975710595280297,1.339312274686296,17,4,0.23529411764705882,7.575897172513787,-0.9586881604341767
5,2.0,19,False,True,1.6700000000000013,0.07975985801560834,1.3420051895421214,17,4,0.23529411764705882,7.576158583012283,-0.9586391241711948
