sense_interval,effective_sensing_hz,lap_index,success,crashed,lap_time,final_progress,episode_return,n_control_steps,n_fresh_observations,fresh_observation_ratio,final_x,final_y
10,1.0,0,False,True,1.9900000000000015,0.09813672892956538,1.3686306551259326,20,2,0.1,9.507741243903435,0.908128779967505
10,1.0,1,False,True,1.9900000000000015,0.09812461788064823,1.3690781083779635,20,2,0.1,9.506600305926357,0.9082899693062875
10,1.0,2,False,True,1.9900000000000015,0.09811833084363072,1.3689860152250168,20,2,0.1,9.50600798445945,0.9083734326402777
10,1.0,3,False,True,1.9900000000000015,0.09813123328511147,1.3675857731384786,20,2,0.1,9.507223453801599,0.9082015961513608
10,1.0,4,False,True,1.9900000000000015,0.09810829413991025,1.370083120539618,20,2,0.1,9.505062435570435,0.9085068767046985
10,1.0,5,False,True,1.9900000000000015,0.09813203162922252,1.3689752292464248,20,2,0.1,9.50729871513014,0.908191231898218
10,1.0,6,False,True,1.9900000000000015,0.09812756998390447,1.3689463984123753,20,2,0.1,9.506878387775668,0.908250553499961
10,1.0,7,False,True,1.9900000000000015,0.09815848749643209,1.3691244277298407,20,2,0.1,9.5097910314272,0.907839148532171
10,1.0,8,False,True,1.9900000000000015,0.09816334250163675,1.3673374799548483,20,2,0.1,9.510248419257275,0.9077746089329767
10,1.0,9,False,True,1.9900000000000015,0.09814840339332664,1.3703163065381636,20,2,0.1,9.508841045951273,0.9079733671340577
10,1.0,10,False,True,1.9900000000000015,0.09816066236784611,1.3679241509385345,20,2,0.1,9.509995941701284,0.9078103202052503
10,1.0,11,False,True,1.9900000000000015,0.09814405360499234,1.3691431277598172,20,2,0.1,9.508431291142005,0.9080313745229482
10,1.0,12,False,True,1.9900000000000015,0.09814026993889441,1.3713763902708624,20,2,0.1,9.50807483297163,0.9080816688176453
10,1.0,13,False,True,1.9900000000000015,0.09815311886388904,1.3711777283363604,20,2,0.1,9.50928526202093,0.9079105511003174
10,1.0,14,False,True,1.9900000000000015,0.09813070284056107,1.3692953606636329,20,2,0.1,9.507173518932694,0.9082088379244688
10,1.0,15,False,True,1.9900000000000015,0.09815241069219546,1.3669311017152541,20,2,0.1,9.509218534326278,0.907919909311579
10,1.0,16,False,True,1.9900000000000015,0.09811962353193696,1.3693064520383582,20,2,0.1,9.506129748588405,0.9083561511587537
10,1.0,17,False,True,1.9900000000000015,0.09814286262655157,1.367538342915919,20,2,0.1,9.508319072111124,0.9080471192227759
10,1.0,18,False,True,1.9900000000000015,0.098124812628014,1.3706461443756743,20,2,0.1,9.50661860846133,0.908287157820265
10,1.0,19,False,True,1.9900000000000015,0.09816202833981512,1.3690632343398472,20,2,0.1,9.510124584118039,0.9077919358700239
