control_step,lap_time,x,y,yaw,velocity,steering_state,commanded_steering,commanded_speed,lidar_fresh,instantaneous_reward,cumulative_reward,progress
0,0.10999999999999999,0.0,0.0,0.0,0.0,0.0,0,7,True,0.0,0.0,0.0004235027159470536
1,0.21000000000000005,0.04022730000000001,0.0,0.0,0.9224699999999999,0.0,0,7,False,0.0,0.0,0.0018451903203083203
2,0.3100000000000001,0.17526929999999996,0.0,0.0,1.8734699999999995,0.0,-0.026871064305305482,6.0,True,0.19152576854529918,0.19152576854529918,0.004211097660123704
3,0.4100000000000002,0.4054099257854897,-0.0006046420977472552,6.279332406899867,2.8244699999999994,0.0,-0.02677319645881653,6.0,False,0.1919362816492542,0.38346205019455337,0.0076919241232672655
4,0.5100000000000002,0.7306336597912013,-0.00398088897676173,6.269843320933468,3.775469999999999,0.0,-0.004500962048768997,6.0,True,0.18730592247631164,0.570767972670865,0.012094634444884367
5,0.6100000000000003,1.1488343991293875,-0.011610648135274609,6.259228193358612,4.621125868441667,0.0,-0.0032547738403081897,6.0,False,0.1885178545500176,0.7592858272208826,0.017232009705660804
6,0.7100000000000004,1.6368188394786884,-0.024998554484956925,6.246212018917507,5.152876976306625,0.0,0.028420004248619082,6.0,True,0.18270614186454343,0.9419919690854259,0.022821812847838498
7,0.8100000000000005,2.1677780977646193,-0.04391516679355678,6.245317494219202,5.4795627818034465,0.0,0.016541442275047304,6.0,False,0.18645713224468025,1.1284491013301061,0.028691149356972277
8,0.9100000000000006,2.725289423343451,-0.061520294755315966,6.265305215156246,5.680264978629355,0.0,-0.014502927660942078,6.0,True,0.1931111407658765,1.3215602420959827,0.03473339501421627
9,1.0100000000000007,3.2992248895755942,-0.07385050497884187,6.268978206115081,5.803568076385578,0.0,-0.02224753648042679,6.0,False,0.19481522481306449,1.5163754669090472,0.040880722232774606
10,1.1100000000000008,3.883141749863282,-0.08710711848178314,6.246403062545169,5.879320380828309,0.0,-0.030408838391304018,5.999986290931702,True,0.19903022301549148,1.7154056899245387,0.04709025100162784
11,1.2100000000000009,4.472966955788334,-0.10828564958039048,6.223664468829127,5.925854165102366,0.0,-0.05513793826103211,5.99988466501236,False,0.19211004878264118,1.90751573870718,0.053333159522705696
12,1.310000000000001,5.065962807983417,-0.14218498176401118,6.187915426300252,5.954403399178174,-0.064,-0.015062624216079713,5.981013685464859,True,0.19548978298092504,2.103005521688105,0.05957991064860336
13,1.410000000000001,5.659323658113689,-0.19721422919568174,6.1348543274568,5.964665430272743,0.0,-0.0642263114452362,5.921932965517044,False,0.1642880709734766,2.2672935926615816,0.06577882545695377
14,1.5100000000000011,6.24814067458149,-0.27631168603605855,6.085487796114034,5.927115422040787,-0.064,0.028257650136947633,4.662454187870026,True,0.12421482153412916,2.3915084141957106,0.07146333443536429
15,1.6100000000000012,6.788095766760409,-0.3801454038195105,5.957261048499468,4.993469035301505,0.0,0.09358778595924377,4.379175439476967,False,0.14675255264129866,2.5382609668370093,0.07622034331263788
16,1.7100000000000013,7.239950302759824,-0.4993916588587093,5.920940253606228,4.457605742644279,0.064,0.27835609912872317,4.984309881925583,True,0.1247886181291762,2.6630495849661857,0.08082088715495689
17,1.8100000000000014,7.676942676927408,-0.6285154320882803,6.046796002263854,4.660724724406135,0.256,0.21874132156372073,4.359141126275063,False,0.17852225344519307,2.8415718384113786,0.08549036996882946
18,1.9100000000000015,8.120483364921428,-0.6990259406493965,0.07647551662193683,4.395716219579964,0.192,0.18108766078948976,4.4476785361766815,True,0.13556499469856098,2.9771368331099395,0.09010251692705815
19,2.010000000000001,8.558577885561878,-0.6644530864001822,0.31020084832377304,4.415755046029124,0.192,0.18003320693969727,3.3880520835518837,False,0.07942943555570131,3.056566268665641,0.09409968754720183
20,2.109999999999999,8.938257579771463,-0.5421921913815362,0.6387936180067353,3.584625653853224,0.192,0.15390501022338868,2.0761019587516785,True,0.0,3.056566268665641,0.0975259831453323
21,2.209999999999997,9.194791432509858,-0.36081094933799035,0.983561690413112,2.6336256538532243,0.128,-0.25341181755065917,2.5042390674352646,False,0.040796597472600504,3.0973628661382415,0.0985873804253197
22,2.3099999999999947,9.339724249432667,-0.1502252353457323,1.0961642385508008,2.5199306584235215,-0.128,-0.39798824787139897,1.37480428814888,True,0.0,3.0973628661382415,0.09941056730706034
23,2.4099999999999926,9.454446685450797,0.024683670254994038,0.9386842526313948,1.6294024334054913,-0.3840000000000001,-0.3700260162353516,2.1366547644138336,False,0.0,3.0973628661382415,0.10050594414214467
24,2.5099999999999905,9.583383800869584,0.13883318174697423,0.747711146811514,1.825019990372733,-0.3840000000000001,-0.12011440992355348,1.6334266066551208,True,0.0,3.0973628661382415,0.10165771384863581
25,2.6099999999999883,9.72993993179549,0.228980349863512,0.578795157269287,1.656662438873781,-0.128,-0.3714266538619995,2.6976218670606613,False,0.05148377604472423,3.1488466421829657,0.10312108963979974
26,2.709999999999986,9.894489750500714,0.3140602303294909,0.48336185586385133,2.058099608889636,-0.3840000000000001,-0.2595197916030884,2.243882328271866,True,0.020764975385111906,3.1696116175680777,0.10500150227199062
27,2.809999999999984,10.09411643669991,0.37611857944573596,0.2915251947481008,2.12974513808817,-0.256,-0.2309216022491455,3.256802339106798,False,0.1243212750685294,3.293932892636607,0.10727471557893895
28,2.909999999999982,10.325540199492771,0.4115279809871363,0.13683932822345984,2.5643851835805895,-0.256,-0.3971172332763672,1.4020898044109344,True,0.0,3.293932892636607,0.10872592832616639
29,3.00999999999998,10.53882233472435,0.41080348632349895,6.18329195909657,1.6658055078403695,-0.3840000000000001,-0.3890838623046875,2.5592846274375916,False,0.029726223412914976,3.323659116049522,0.10872592832616639
30,3.099999999999978,10.712817138874348,0.35403247998707754,5.978613402343629,2.0103681483499036,-0.3840000000000001,0.2854144334793091,5.875645786523819,True,-1,2.323659116049522,0.10872592832616639
