control_step,lap_time,x,y,yaw,velocity,steering_state,commanded_steering,commanded_speed,lidar_fresh,instantaneous_reward,cumulative_reward,progress
0,0.10999999999999999,0.0,0.0,0.0,0.0,0.0,0,7,True,0.0,0.0,0.0004235027159470536
1,0.21000000000000005,0.04022730000000001,0.0,0.0,0.9224699999999999,0.0,0,7,False,0.0,0.0,0.0018451903203083203
2,0.3100000000000001,0.17526929999999996,0.0,0.0,1.8734699999999995,0.0,-0.026951268315315247,6.0,False,0.19154581954780164,0.19154581954780164,0.004211097660123704
3,0.4100000000000002,0.4054099257854897,-0.0006046420977472552,6.279332406899867,2.8244699999999994,0.0,-0.026951268315315247,6.0,False,0.19198079961337886,0.38352661916118047,0.0076919241232672655
4,0.5100000000000002,0.7306336597912013,-0.00398088897676173,6.269843320933468,3.775469999999999,0.0,-0.026951268315315247,6.0,False,0.19291849904294822,0.5764451182041287,0.012094634444884367
5,0.6100000000000003,1.1488343991293875,-0.011610648135274609,6.259228193358612,4.621125868441667,0.0,-0.026951268315315247,6.0,False,0.19444197816876937,0.7708870963728981,0.017232009705660804
6,0.7100000000000004,1.6368188394786884,-0.024998554484956925,6.246212018917507,5.152876976306625,0.0,-0.026951268315315247,6.0,False,0.196548960005527,0.9674360563784251,0.022821119789392347
7,0.8100000000000005,2.1677122661442283,-0.045600174077018836,6.23078210558419,5.4795627818034465,0.0,-0.026951268315315247,6.0,False,0.1987621354517497,1.166198191830175,0.028685297409444036
8,0.9100000000000006,2.7247335637469514,-0.07480688511689815,6.213405891253471,5.680264978629355,0.0,-0.026951268315315247,6.0,False,0.19797799372142075,1.3641761855515957,0.034714896245576624
9,1.0100000000000007,3.297467744963113,-0.11383432919662308,6.194495118544073,5.803568076385578,0.0,-0.026951268315315247,6.0,False,0.19401796248611658,1.5581941480377122,0.04084130473500443
10,1.1100000000000008,3.8793975955796323,-0.1636840819467009,6.174443246661994,5.879320380828309,0.0,0.11866629123687744,5.9999818205833435,True,0.17427510443915234,1.7324692524768646,0.047026112472264264
11,1.2100000000000009,4.466874622102829,-0.22037598621748045,6.200993004060579,5.925852441150457,0.128,0.057058364152908325,5.9712830781936646,False,0.1873553063318423,1.9198245588087068,0.05326316687839999
12,1.310000000000001,5.059314408825026,-0.25314011351628535,0.04844894717507731,5.9433723808069026,0.064,0.057058364152908325,5.9712830781936646,False,0.17587812230138264,2.0957026811100894,0.059523028661612
13,1.410000000000001,5.65392060243274,-0.24211511772052208,0.12277415737129183,5.9541359044070745,0.064,0.057058364152908325,5.9712830781936646,False,0.15158176527167935,2.247284446381769,0.06576554525669862
14,1.5100000000000011,6.246879226709711,-0.185980572128095,0.18724198640884837,5.960748566468888,0.064,0.057058364152908325,5.9712830781936646,False,0.09395718984511486,2.3412416362268837,0.07195778352738762
15,1.6100000000000012,6.835062058145508,-0.08877527858918247,0.2525263836281958,5.964811111520868,0.064,0.057058364152908325,5.9712830781936646,False,0.030134754043978695,2.3713763902708624,0.0780711988268195
16,1.7100000000000013,7.415757723165946,0.04759768957557334,0.3186934621074075,5.967306970547852,0.064,0.057058364152908325,5.9712830781936646,False,0.0,2.3713763902708624,0.08407791558653155
17,1.8100000000000014,7.986318402021601,0.22226111989473132,0.38520190662670084,5.9688403227206575,0.064,0.057058364152908325,5.9712830781936646,False,0.0,2.3713763902708624,0.08995051358557317
18,1.9100000000000015,8.544139527108273,0.434464795073399,0.45182484029391246,5.969782350639875,0.064,0.057058364152908325,5.9712830781936646,False,0.0,2.3713763902708624,0.09566230289626572
19,1.9900000000000015,9.086685899270735,0.6833203476275659,0.5184919995787447,5.970361093485989,0.064,0.057058364152908325,5.9712830781936646,False,-1,1.3713763902708624,0.09814026993889441
