sense_interval,n_laps,success_rate,mean_lap_time,std_lap_time,mean_episode_return,std_episode_return,mean_final_progress
1,20,100.0,21.869000000000618,0.24815116360802997,28.113527544571916,0.5775612204287037,0.9945795059131249
2,20,15.0,10.915500000000076,6.786408825734287,10.668195359818645,7.887463388030071,0.49443510098022436
5,20,0.0,1.6700000000000013,0.0,1.3401286920104103,0.0015011091966044335,0.07976248370527028
10,20,0.0,1.9900000000000015,0.0,1.3690732773821461,0.0011958993169660997,0.09813897927590423
