control_step,lap_time,x,y,yaw,velocity,steering_state,commanded_steering,commanded_speed,lidar_fresh,instantaneous_reward,cumulative_reward,progress
0,0.10999999999999999,0.0,0.0,0.0,0.0,0.0,0,7,True,0.0,0.0,0.0004235027159470536
1,0.21000000000000005,0.04022730000000001,0.0,0.0,0.9224699999999999,0.0,0,7,False,0.0,0.0,0.0018451903203083203
2,0.3100000000000001,0.17526929999999996,0.0,0.0,1.8734699999999995,0.0,-0.0278268039226532,6.0,True,0.19176470344963611,0.19176470344963611,0.004211097660123704
3,0.4100000000000002,0.4054099257854897,-0.0006046420977472552,6.279332406899867,2.8244699999999994,0.0,-0.02784738838672638,6.0,False,0.19220482963123164,0.3839695330808678,0.0076919241232672655
4,0.5100000000000002,0.7306336597912013,-0.00398088897676173,6.269843320933468,3.775469999999999,0.0,-0.0036495178937911987,6.0,True,0.1870930614375672,0.571062594518435,0.012094634444884367
5,0.6100000000000003,1.1488343991293875,-0.011610648135274609,6.259228193358612,4.621125868441667,0.0,-0.002551109716296196,6.0,False,0.1883419385190146,0.7594045330374496,0.017232009705660804
6,0.7100000000000004,1.6368188394786884,-0.024998554484956925,6.246212018917507,5.152876976306625,0.0,0.030297404527664187,6.0,True,0.18223679179478214,0.9416413248322317,0.022821812847838498
7,0.8100000000000005,2.1677780977646193,-0.04391516679355678,6.245317494219202,5.4795627818034465,0.0,0.018478454649448396,6.0,False,0.18597287915107996,1.1276142039833117,0.028691149356972277
8,0.9100000000000006,2.725289423343451,-0.061520294755315966,6.265305215156246,5.680264978629355,0.0,-0.01397112160921097,6.0,True,0.1929781892529437,1.3205923932362553,0.03473339501421627
9,1.0100000000000007,3.2992248895755942,-0.07385050497884187,6.268978206115081,5.803568076385578,0.0,-0.021848881244659425,6.0,False,0.19471556100412263,1.515307954240378,0.040880722232774606
10,1.1100000000000008,3.883141749863282,-0.08710711848178314,6.246403062545169,5.879320380828309,0.0,-0.03470953404903412,5.999985843896866,True,0.19989181655293278,1.7151997707933109,0.047089611393994125
11,1.2100000000000009,4.4729062013062615,-0.10966948829440855,6.209904064620417,5.925853992707175,-0.064,-0.05780277848243714,5.9998825788497925,False,0.19001088888190262,1.9052106596752134,0.05332522109652845
12,1.310000000000001,5.0652087598053654,-0.15364486726255894,6.143630870419338,5.954402488754835,-0.064,-0.004672910645604134,5.76250097155571,True,0.17109387042203245,2.076304530097246,0.05943592979488381
13,1.410000000000001,5.645647332605646,-0.22692284546458344,6.077744005441581,5.785774173216563,0.0,0.0703222930431366,5.480361640453339,False,0.16576594134417777,2.2420704714414237,0.06526871699928517
14,1.5100000000000011,6.19968694527474,-0.3219680125256802,6.081597085214107,5.517401094692644,0.064,0.08779636025428772,4.968486189842224,True,0.1619541924236781,2.4040246638651017,0.07070089075118219
15,1.6100000000000012,6.715673442978822,-0.40468954025762394,6.204293992098729,5.03645015481781,0.064,0.11069467067718507,4.427440822124481,False,0.12689440849857306,2.530919072363675,0.0756518355366972
16,1.7100000000000013,7.185949390855497,-0.4399645045641701,0.09730537042482593,4.504893873186416,0.128,-0.054683601856231695,4.628685399889946,True,0.17855917068205507,2.70947824304573,0.08040209046031939
17,1.8100000000000014,7.637162388301583,-0.40603993240468494,0.20232051571730694,4.552633024978685,-0.064,-0.028616061806678774,3.7381063811481,False,0.1379270817460493,2.8474053247917794,0.0847445591693341
18,1.9100000000000015,8.049640950823923,-0.344469071949921,0.18820055484576897,3.860535035307515,0.0,-0.18907579183578493,2.7013780027627945,True,0.030034121288677745,2.8774394460804573,0.08831434940758949
19,2.010000000000001,8.388725016743642,-0.28994651013187434,0.13391449179866433,2.963427095260038,-0.192,-0.004569873958826065,2.504840701818466,False,0.027853320063733866,2.905292766144191,0.09116738267723887
20,2.109999999999999,8.65972640806061,-0.27295919009158004,6.281917278198888,2.5604565915167976,0.0,-0.30437066555023196,3.7196274138987064,True,0.11083709217390762,3.0161298583180987,0.0940928197061759
21,2.209999999999997,8.937605223385308,-0.27611822890097204,6.245839614235524,3.0074809825753936,-0.256,-0.23044180870056152,3.9832474514842033,False,0.17608179175213828,3.192211650070237,0.0980472864766575
22,2.3099999999999947,9.253268001147273,-0.32091675598585734,6.063814622319395,3.383777041065767,-0.256,-0.38853294849395753,5.366099685430527,True,0.006705045406624505,3.1989166954768615,0.1021363820687334
23,2.4099999999999926,9.610748674175587,-0.43525052888280863,5.865313111061977,4.1482429470984385,-0.3840000000000001,-0.26311798095703126,3.230574283748865,False,0.11013332205235217,3.3090500175292137,0.10975418369059355
24,2.5099999999999905,9.930842229748498,-0.6272238940793048,5.394281509812066,3.3845587184072516,-0.256,0.08214054703712464,5.99992236495018,True,0.0,3.3090500175292137,0.11321964207627613
25,2.6099999999999883,10.17005907508786,-0.922611388737559,5.272976913745015,4.315363264092344,0.0,-0.08950256109237671,2.9952887669205666,False,0.09917706330377313,3.4082270808329866,0.11730027442346476
26,2.709999999999986,10.383666296623403,-1.2473713988962185,5.254489081121613,3.3711772747302713,-0.064,-0.019685061275959016,5.99999925494194,True,0.0,3.4082270808329866,0.12130920322338352
27,2.809999999999984,10.573514819464442,-1.5763059367490482,5.2155699571951795,4.303811810649451,0.0,0.01311783492565155,5.9999237060546875,False,0.0,3.4082270808329866,0.12595955431304595
28,2.909999999999982,10.79784299039931,-1.9806840452979173,5.219302133323783,4.957902970098049,0.0,-0.028055119514465335,5.999856203794479,True,0.0,3.4082270808329866,0.13176651233849881
29,3.00999999999998,11.048959487652706,-2.4308627365838382,5.22175597335971,5.35972339277534,0.0,-0.03147269487380982,5.999637454748154,False,0.0,3.4082270808329866,0.13758343889187846
30,3.1099999999999777,11.313479702868873,-2.910865081830777,5.203114233768245,5.606500820536529,0.0,-0.10450125932693483,5.994989782571793,True,0.0407661299796398,3.4489932108126267,0.1428635600658237
31,3.2099999999999755,11.57867184485143,-3.4131127566439328,5.155016422829623,5.756318292071872,-0.128,-0.11996403932571412,5.984184950590134,False,0.08689093206941816,3.5358841428820447,0.14976336691549474
32,3.3099999999999734,11.817093006596371,-3.94157379925001,5.012972229685644,5.844193135278651,-0.128,0.053406393527984625,5.999932050704956,True,0.07513859992092703,3.6110227428029718,0.15593413128726596
33,3.4099999999999713,12.002900414299994,-4.498509856809292,4.898334459444768,5.904252526429917,0.064,-0.12946304082870483,6.0,False,0.1504606814420105,3.7614834242449824,0.16149061484214922
34,3.509999999999969,12.150561640360129,-5.071971057853418,4.9188627369730975,5.941176727109947,-0.128,0.01666233241558075,6.0,True,0.16376657396674277,3.9252499982117253,0.16774616049617586
35,3.609999999999967,12.262178026817974,-5.656549312205889,4.805039696291064,5.96386142313233,0.0,-0.104210102558136,6.0,False,0.18625426962796238,4.111504267839687,0.17399029310484626
36,3.709999999999965,12.340409697482071,-6.248357418185287,4.766247450929797,5.977797958633455,-0.128,0.17202399969100954,6.0,True,0.1544940910463673,4.265998358886055,0.18017313966548848
37,3.8099999999999627,12.373249773967578,-6.84551286819304,4.653995329139319,5.986359987482443,0.128,0.11000056266784669,6.0,False,0.18934268326561646,4.455341042151671,0.1863316355292041
38,3.9099999999999606,12.389323782423268,-7.444178265143358,4.795122392789128,5.99162014256223,0.128,0.12411891222000122,6.0,True,0.1827263414979148,4.638067383649586,0.1926285225391768
39,4.009999999999959,12.445189983651991,-8.040587608764286,4.972574693606892,5.994851763472579,0.128,0.1069461464881897,5.999999701976776,False,0.17759806750268936,4.815665451152276,0.19893385958254942
40,4.109999999999957,12.578294057428023,-8.624670202045937,5.135982576647699,5.9968370222718965,0.128,-0.2727193355560303,5.998503774404526,True,0.14119334867779398,4.956858799830069,0.2051945244681708
41,4.209999999999955,12.794469853164376,-9.183610834958433,5.257032771816607,5.997479791087975,-0.128,-0.02577604651451111,5.999999701976776,False,0.1798353764238721,5.1366941762539415,0.21139773409468826
42,4.3099999999999525,13.047518998710482,-9.727410112085627,5.1216813735894045,5.998451573338562,0.0,-0.05758413076400757,5.999999701976776,True,0.19209597211707946,5.328790148371021,0.21768517597445294
43,4.40999999999995,13.28883134577706,-10.27653296354272,5.049198563247215,5.999048596010644,-0.064,-0.04922192692756653,5.999999850988388,False,0.18941112598951335,5.518201274360535,0.2239619907697147
44,4.509999999999948,13.497156754454878,-10.839017798836952,4.981667611457658,5.999415439420568,-0.064,-0.06551502346992492,5.941753298044205,True,0.1899005321055134,5.708101806466048,0.23023835945624901
45,4.609999999999946,13.665817106089634,-11.411374565936375,4.892302651863621,5.9487463779532925,-0.064,-0.06438201665878296,5.988240301609039,False,0.19571580061739097,5.903817607083439,0.2365028440842803
46,4.709999999999944,13.783387267995122,-11.995043262245115,4.779273731414521,5.963976874470145,-0.064,0.18088457584381104,6.0,True,0.1576892336598781,6.061506840743317,0.2427295620033793
47,4.809999999999942,13.846398208539371,-12.588655190053947,4.72216328698223,5.97786888714255,0.192,0.11204506158828736,6.0,False,0.1905012575229057,6.252008098266223,0.24896171981104723
48,4.90999999999994,13.904843398073524,-13.183938946204966,4.912114458652967,5.986403563013895,0.128,-0.0462116539478302,6.0,True,0.1767197788192965,6.428727877085519,0.25530825197558615
49,5.009999999999938,14.014473852800235,-13.772434791586827,5.05226889279983,5.991646913559754,-0.064,0.0648240864276886,5.999953210353851,False,0.19089074729516353,6.619618624380683,0.26169169834313283
50,5.1099999999999355,14.170609276804761,-14.350961461173199,5.034440828175634,5.994850166432099,0.064,-0.008562883734703064,5.961394369602203,True,0.17718603519038167,6.796804659571065,0.26791697535149395
51,5.209999999999933,14.357475850085835,-14.918644705774225,5.088448198677593,5.96545178153782,0.0,0.05250259041786194,5.89871010184288,False,0.16002085996272547,6.9568255195337905,0.27416202501494785
52,5.309999999999931,14.561364208397906,-15.475409779557058,5.102674194658408,5.906804319092411,0.064,0.020883817970752717,5.6056826412677765,True,0.13987030938482314,7.096695828918613,0.2801927909584011
53,5.409999999999929,14.779278366896026,-16.00691358873067,5.166141516642941,5.642201714356684,0.0,-0.007226893305778504,5.512258917093277,False,0.09539016928313691,7.19208599820175,0.2860553739255908
54,5.509999999999927,15.010981946107092,-16.513660050767655,5.180259559067488,5.528017963552241,0.0,-0.0526760995388031,4.809301108121872,True,0.11835497845129551,7.310440976653045,0.2914994715489898
55,5.609999999999925,15.233097207002091,-16.98075916357199,5.147106473837331,4.908281735884469,-0.064,-0.03523816466331482,4.5204023867845535,False,0.09416527876458365,7.404606255417629,0.2964417254621241
56,5.709999999999923,15.424246754281963,-17.410045923355018,5.073006126877305,4.567443152503544,-0.064,0.04911425411701203,3.792676519602537,True,0.1331987860453415,7.5378050414629705,0.3008379064659877
57,5.809999999999921,15.575306799839236,-17.80138513543636,5.0132663851651635,3.9044573928804787,0.064,0.010029657185077668,3.482861027820036,False,0.15051564964417893,7.688320691107149,0.30556868248917285
58,5.909999999999918,15.697753134680656,-18.14816137822559,5.041097152440312,3.5339908852945503,0.0,-0.01338775008916855,2.6296812891960144,True,0.10291191085929183,7.791232601966441,0.3088553265100979
59,6.009999999999916,15.799834867568935,-18.444434563323572,5.043167884236461,2.7790134529254047,0.0,0.061168706417083746,2.7828162014484406,False,0.10181783834441191,7.893050440310853,0.31177043121392256
60,6.109999999999914,15.890575667809486,-18.707172391553698,5.053361476524944,2.780479950623618,0.064,-0.38592398166656494,1.734715610742569,True,0.07248603585992348,7.965536476170777,0.3142432685291844
61,6.209999999999912,15.971499133359481,-18.92905535074923,5.062927399402491,1.9390563357820576,-0.192,-0.3933480739593506,3.0032523199915886,False,0.16258063761169864,8.128117113782475,0.31723747573533156
62,6.30999999999991,16.01868571073187,-19.137405200013504,4.910439336019355,2.349454486445252,-0.3840000000000001,-0.39920783042907715,2.4384380728006363,True,0.12839495188318126,8.256512065665655,0.32534556159310574
63,6.409999999999908,16.016161727210964,-19.37340180414558,4.645623057646541,2.383770251418518,-0.3840000000000001,-0.3976836442947388,2.586543619632721,False,0.14476263445347962,8.401274700119135,0.3254159848930875
64,6.509999999999906,15.951120001814262,-19.605982407114915,4.372794750560237,2.4619680801583708,-0.3840000000000001,-0.3999983072280884,2.3819552212953568,True,0.1242819973839718,8.525556697503108,0.32616326719002847
65,6.6099999999999035,15.826373006805325,-19.812298001591042,4.088089388018829,2.3916589246686244,-0.3840000000000001,-0.39991064071655275,1.286727100610733,False,0.014492007725546374,8.540048705228655,0.3283350638731969
66,6.709999999999901,15.68291107165606,-19.94604427871589,3.784755883105691,1.5199800351098438,-0.3840000000000001,-0.24649085998535158,3.3700123839080334,True,0.14041697537041609,8.68046568059907,0.3305929296963935
67,6.809999999999899,15.514728096661516,-20.027363411819564,3.6221059102303936,2.23342931125781,-0.256,-0.37197723388671877,3.7411865815520287,False,0.10056385156362975,8.7810295321627,0.3310886714863331
